ensembl_gene_id_version	gene_biotype	mirbase_id	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000064441.3	snoRNA		Snord37	1954.6373719458543	-2.800707557147385	0.63843656312564	-4.386821994397938	1.1501884380867618e-5	9.562995299521363e-5	1419.0345380793	4204.076684083835	3872.839254478031	4178.236147148488	140.96430224525	178.57127823558363	682.1215178692511	961.2552534270945
ENSMUSG00000064487.3	snoRNA		Gm23736	3.457383618359158	-4.1428705141425235	1.2838205466804316	-3.2269856755718105	0.0012510172281651945	0.005768807083784835	6.554432046555659	3.489946401646849	9.180825086473618	8.43386541219714	0	0	0	0
ENSMUSG00000064542.3	snoRNA		Gm22980	7832.4611319089145	-1.9589857585664996	0.6070768281647989	-3.2269157175518277	0.001251323126827098	0.005768807083784835	5388.211315986363	16417.14411664698	13619.937632285342	14413.97209917504	1268.6787202072499	1049.650684262821	4677.917567282285	5824.176919425236
ENSMUSG00000064612.4	snoRNA		Gm26457	10.83906185825203	-5.79040821077787	1.1600421358231081	-4.991549903201822	5.989670273476137e-7	6.9719761983262235e-6	11.236169222666843	24.42962481152794	22.768446214454574	28.27825461736688	0	0	0	0
ENSMUSG00000064647.3	snoRNA		Gm23301	12619.785521977277	-2.5548018359260336	0.6790428412418915	-3.762357366515482	1.683193044584398e-4	0.0010884648354979108	8553.065647037523	27998.53125051205	24173.846918691954	25550.147211386167	809.0125172336086	1361.0615719175582	4688.687907038116	7823.931152001244
ENSMUSG00000064682.3	snRNA		Gm25813	36.51372608217481	-3.375887655725562	0.5552542891486454	-6.079894782806106	1.2026143617163345e-9	2.1872548703715834e-8	69.75788392405666	57.147872326967146	64.63300860877428	74.41645951938652	3.0644413531576085	2.177698515068093	7.180226503886853	13.73221790610135
ENSMUSG00000064765.4	misc_RNA		Gm26456	13.290652784823479	-1.5622241419343645	0.6046056079581025	-2.5838730593491657	0.00976977450824253	0.031472373231349556	14.981558963555793	24.865868111733796	15.056553141816734	24.805486506462174	3.0644413531576085	4.355397030136186	7.180226503886853	12.015690667838681
ENSMUSG00000064778.4	snoRNA		Snord59a	6817.665777408389	-2.1923723871959995	0.6632205274317985	-3.305646156167037	9.47576695849978e-4	0.004520406860530223	5094.666395044192	15038.179044696271	12067.643726664382	12549.591733349343	726.2726006983532	680.5307859587791	3277.7733990243487	5106.66853383144
ENSMUSG00000064844.3	snoRNA		Gm26202	11974.409483760302	-1.9774259859757208	0.6129735712508296	-3.225956352311567	0.0012555250239623353	0.005768807083784835	6653.216700971605	27098.56132218737	21198.157891664127	21444.839194566677	2123.6578577382224	1731.270319479134	6372.451022199582	9173.121561275702
ENSMUSG00000064871.3	snoRNA		Snord58b	686.525833283527	-3.3092479591654214	0.7045862831429641	-4.696724926865995	2.6436608930290372e-6	2.481630064101451e-5	537.9316015351752	1395.5423173585336	1490.2315280363978	1566.2184180180218	21.45108947210326	45.73166881642995	136.4243035738502	298.67573945770437
ENSMUSG00000064883.3	misc_RNA		Gm24203	217.78466743263388	-1.205394330000945	0.4205139025680272	-2.866479140498682	0.00415065511789195	0.01596265162079151	265.45449788550417	326.30998855398036	290.11407273256634	330.40908026607616	82.73991653525543	60.975558421906605	197.45622885688846	188.81799620889356
ENSMUSG00000064884.3	snRNA		Gm24204	7.3294100360167285	-2.2120964713199336	0.7942679110965898	-2.7850759679638166	0.005351518352123325	0.019712554942631487	9.831648069833488	12.651055705969826	12.853155121063065	14.883291903877305	0	3.2665477726021397	0	5.149581714788006
ENSMUSG00000064899.3	snoRNA		Snord118	11276.059953636974	-1.7881683426706894	0.38476126362960705	-4.647474971368431	3.360228491342229e-6	3.0878731294123854e-5	10738.032387128615	19989.976745332944	18612.837547313153	20609.390409029034	3324.918868176005	3320.990235478842	7618.220320623952	5994.113116013239
ENSMUSG00000064918.5	snoRNA		Gm22571	376.6433776333223	-2.005378693394023	0.5276303975633146	-3.800726233088914	1.442726294268916e-4	9.54166708255124e-4	268.26354019117093	778.6942908674531	593.4485335896546	769.4661914304567	76.61103382894021	69.68635248217898	244.12770113215302	212.84937754457093
ENSMUSG00000064925.3	snoRNA		Snora62	180.55501761845568	-2.194751444789052	0.7589082888300259	-2.8919850752619918	0.003828161317708353	0.014919575135533	104.40273902727942	359.9007226698313	354.37984833788164	369.10563921615716	24.515530825260868	21.776985150680932	21.54067951166056	188.81799620889356
ENSMUSG00000064952.3	snoRNA		Gm24920	46.029769193336605	-2.8938234730623447	0.813154689022728	-3.558761342863585	3.726079139907868e-4	0.002168578059426379	26.217728186222637	112.11452815290501	106.86480400655292	78.88144709054971	0	2.177698515068093	17.950566259717135	24.031381335677363
ENSMUSG00000065110.6	snoRNA		Snord61	936.4840291916914	-4.108584441387519	0.4418464306079926	-9.298670661962792	1.422125272305806e-20	1.2415153627229686e-18	918.0886602354034	2072.1556759778164	1991.5045777578573	2096.0636097960537	91.93324059472825	46.820518073964	132.8341903219068	142.4717607758015
ENSMUSG00000065118.3	snoRNA		Gm23297	17.561101246107558	-2.322763814232951	0.8417131183218803	-2.7595670825041134	0.005787800299834282	0.020879130833699702	10.299821787444607	44.06057332079146	31.2148052940103	32.24713245840083	6.128882706315217	1.0888492575340465	0	15.448745144364018
ENSMUSG00000065147.3	snoRNA		Snora31	80.48035113228799	-2.8270142358902923	0.577802742239271	-4.892697852097787	9.94630439625898e-7	1.0589175290163525e-5	73.50327366494561	178.859753084401	144.32257035936527	161.73177202213338	21.45108947210326	5.444246287670233	43.08135902332112	15.448745144364018
ENSMUSG00000065176.3	snRNA		Rnu12	448.0622585824957	-1.8592171391427867	0.3655238302870043	-5.086445766567271	3.648359831134016e-7	4.304078557540535e-6	470.9827599167852	780.4392640682765	739.2400359628557	816.1005060626055	125.64209547946194	131.75076016161964	280.02883365158726	240.31381335677364
ENSMUSG00000065219.3	snoRNA		Snord32a	8385.18237388087	-1.8966324179690388	0.705658324824859	-2.687748944844906	0.007193545867214337	0.024188028871058666	5992.623585422317	17888.592768241335	13366.914092902129	15630.929267182075	726.2726006983532	965.8092914326993	5381.579764663196	7128.737620504863
ENSMUSG00000065258.3	snoRNA		Gm23969	6128.20056837706	-1.57821095736428	0.6242566551248496	-2.528144384858247	0.011466718463556909	0.0361387914031956	4130.228536765288	11947.39526273778	9755.177503883408	10893.081344447799	854.9791375309727	1243.4658521038812	4275.824883064622	5925.452026482732
ENSMUSG00000065273.3	snoRNA		Gm25128	284.87872261967016	-2.1632093653590756	0.6963023762762673	-3.106709727069484	0.0018918206052560011	0.008176036576180639	158.24271655255805	635.6064883999323	517.4313018736531	552.170129633848	18.38664811894565	44.64281955889591	132.8341903219068	219.7154864976216
ENSMUSG00000065304.3	snoRNA		Gm23245	26.9788542173376	-2.592536341194124	0.5740156695039892	-4.51649054011775	6.287292456344071e-6	5.544248802412499e-5	32.303986515167175	60.20157542840814	38.92669836664814	52.58763139369981	0	8.710794060272372	17.950566259717135	5.149581714788006
ENSMUSG00000065333.3	snRNA		Gm24928	5.820407466399372	-2.702210106516092	1.048641727236937	-2.5768668519763533	0.009970034697786529	0.03199941283517515	5.618084611333422	7.416136103499554	12.118689114145175	14.38718217374806	0	0	3.5901132519434267	3.4330544765253377
ENSMUSG00000065396.3	miRNA	mmu-mir-99b	Mir99b	23073.17463573162	-0.6283058326668932	0.20500389703504618	-3.0648482382726705	0.002177804744910303	0.009229240496634438	33907.013324267646	26862.117453475796	25152.15563990658	26158.377740524622	14954.47380340913	19039.618117240338	19767.163565200506	18744.47744182834
ENSMUSG00000065417.3	miRNA	mmu-mir-340	Mir340	1480.6048383431262	-1.4288066578528116	0.26775947368595987	-5.336157254060707	9.493707303565786e-8	1.2188244817666074e-6	2592.277874412763	1804.3022896514208	1999.9509368374129	2244.8965288348268	707.8859525794076	1089.9381067915806	779.0545756717236	626.5324419658741
ENSMUSG00000065418.3	miRNA	mmu-mir-322	Mir322	7570.671035162146	-2.842407243196418	0.4951359605080854	-5.740660081080906	9.430822336310274e-9	1.5534165848299755e-7	15606.570876566635	10200.240845413327	12576.995902461938	14765.217788106545	882.5591097093912	834.0585312710797	3590.113251943427	2109.61197582482
ENSMUSG00000065429.3	miRNA	mmu-mir-345	Mir345	1250.3965641822947	-1.0846847937727535	0.3139626217818088	-3.454821429432976	5.506574016197883e-4	0.0029312433635004585	2667.6538429481534	1221.481240576397	1384.1011900367625	1525.5374201474237	781.4325450551902	896.1229389505203	804.1853684353276	722.6579673085836
ENSMUSG00000065435.3	miRNA	mmu-mir-135b	Mir135b	59.13825827482119	-5.595138926862458	0.7082540398818288	-7.899904005907258	2.7911830633885958e-15	1.0152928393076018e-13	106.2754338977239	111.67828485269916	122.28859015182859	123.03521307205239	0	1.0888492575340465	3.5901132519434267	5.149581714788006
ENSMUSG00000065440.3	miRNA	mmu-let-7g	Mirlet7g	7320.114144654146	-2.197326567166408	0.35834472378201315	-6.131879225053351	8.684702616334889e-10	1.6848323075689683e-8	6676.15721313455	11334.473425948552	12824.143713789808	17238.82090253095	2537.3574404144997	2474.9543623748878	3554.2121194239926	1920.7939796159264
ENSMUSG00000065468.3	miRNA	mmu-mir-26b	Mir26b	7059.082768204595	-1.0007507704304155	0.24785640226028	-4.03762324194274	5.3995479660540705e-5	3.994750317258647e-4	6876.067390554497	9336.915354305938	10053.003469688612	11389.687184307171	4284.089011714336	5469.289820593516	5108.731157515496	3954.8787569571887
ENSMUSG00000065470.3	miRNA	mmu-mir-149	Mir149	2310.096671010171	-1.0382622262417507	0.28313716486348917	-3.6669937934228276	2.4541874954705974e-4	0.0014878511691290496	4351.674705195346	2500.982840080173	2709.812332523553	2868.5064596072857	1795.7626329503585	1709.493334328453	1191.9175996452177	1352.623463750983
ENSMUSG00000065476.4	miRNA	mmu-mir-30b	Mir30b	133.63215901480848	-1.007511665678776	0.3153071719700757	-3.1953338053927745	0.001396691973921232	0.0062851138826455445	220.0416472772257	157.9200746745199	192.43009381248703	142.87960227722212	119.51321277314673	99.08528243559823	75.39237829081196	61.79498057745607
ENSMUSG00000065486.3	miRNA	mmu-mir-450a-1	Mir450-1	62.61774182196045	-4.695197467011707	0.5872669155695944	-7.994997406686534	1.2957659451162273e-15	5.386684143268888e-14	110.48899735622396	109.93331165187574	131.83664824176117	125.01965199256937	3.0644413531576085	1.0888492575340465	14.360453007773707	5.149581714788006
ENSMUSG00000065503.3	miRNA	mmu-mir-351	Mir351	4841.899463473691	-2.7366026693372087	0.5728051236080878	-4.777545724625165	1.7744770783539638e-6	1.740582572362933e-5	10056.371454286826	7419.189806600994	7833.814429786209	8368.875037550208	392.2484932041739	474.7382762848443	2469.9979173370775	1719.960292739194
