ensembl_gene_id_version	gene_biotype	mirbase_id	external_gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Dif_D6_1_S4	Dif_D6_2_S3	Dif_D6_3_S2	Dif_D6_4_S1	Undif_D2_1_S8	Undif_D2_2_S7	Undif_D2_3_S6	Undif_D2_4_S5
ENSMUSG00000064380.3	snoRNA		Gm26448	30.84455626063353	-0.5084791059539917	0.5637172375766205	-0.9020109233130895	0.36705106516425146	0.505418895723015	19.19512242205586	53.22168262511444	38.92669836664814	36.21601029943478	6.128882706315217	30.487779210953303	17.950566259717135	44.62970819482939
ENSMUSG00000064390.3	snoRNA		Snord73b	3499.1788557812633	-0.3983250258082474	0.3803569836807171	-1.0472399427339376	0.29498892744419275	0.4242591987788802	3122.2505227485494	4078.8748569247546	4181.314977383545	4530.970165270381	1789.6337502440433	1951.2178695010114	4871.7836828872305	3467.385021290591
ENSMUSG00000064395.3	snRNA		Gm23623	3.506796890603141	-1.136136396960042	0.9928960256563466	-1.1442652277805296	0.2525136592644336	0.3781207968059186	3.2772160232778296	4.7986763022644165	4.039563038048392	5.953316761550922	0	1.0888492575340465	7.180226503886853	1.7165272382626688
ENSMUSG00000064403.4	snRNA		Gm23928	23.830661387094086	-1.2971858847607978	0.5641161364011719	-2.2995014697439933	0.021476480011556186	0.05971008614677882	31.36763907994494	27.483327912968935	32.31650430438714	48.12264382253662	3.0644413531576085	27.221231438351165	10.77033975583028	10.299163429576012
ENSMUSG00000064408.3	snRNA		Gm23924	2.8090388201895506	-0.6109886575208674	0.9765368107530883	-0.6256688440138611	0.5315321728707718	0.6517241389272245	2.3408685880555926	3.0537031014409926	4.039563038048392	4.464987571163191	0	3.2665477726021397	3.5901132519434267	1.7165272382626688
ENSMUSG00000064427.3	snoRNA		Gm22748	24.555979765353992	-0.16495554699307452	0.8537428545248433	-0.1932145564894733	0.8467909391042155	0.8993290630632363	11.236169222666843	38.82565371832119	26.44077624904402	26.78992542697915	0	5.444246287670233	43.08135902332112	44.62970819482939
ENSMUSG00000064432.3	snRNA		Gm25587	27.99596745948045	-0.1333711195549292	0.4799847161098666	-0.2778653467049169	0.7811157260515698	0.8502668688815715	27.154075621444875	27.04708461276308	33.41820331476397	31.25491299814234	6.128882706315217	42.465121043827814	35.90113251943427	20.598326859152024
ENSMUSG00000064436.3	snRNA		Gm25589	0.6669012089525939	-1.7639655784172392	1.8045508810737518	-0.9775094717016993	0.3283169909196371	NA	1.8726948704444741	0.8724866004117122	1.101699010376834	1.4883291903877305	0	0	0	0
ENSMUSG00000064441.3	snoRNA		Snord37	1954.6373719458543	-2.800707557147385	0.63843656312564	-4.386821994397938	1.1501884380867618e-5	9.562995299521363e-5	1419.0345380793	4204.076684083835	3872.839254478031	4178.236147148488	140.96430224525	178.57127823558363	682.1215178692511	961.2552534270945
ENSMUSG00000064446.3	snRNA		Gm26228	1.5393213845978502	1.9307067739728592	1.4435799896562025	1.3374435693256381	0.18107789065905255	0.2943780233619234	0.46817371761111853	0.8724866004117122	1.4689320138357789	0	0	4.355397030136186	0	5.149581714788006
ENSMUSG00000064451.3	snoRNA		Snora23	26.075626020232892	-2.450700112386201	1.143486170150918	-2.143182992814645	0.03209840737092122	0.07983450038408611	28.55859677427823	45.805546521614886	44.80242642199126	58.54094815525073	0	0	0	30.897490288728036
ENSMUSG00000064468.4	snRNA		Gm25081	0.7629838244872569	-1.9520405688234634	2.029771730975171	-0.9617044808706826	0.33619807088200376	NA	0.46817371761111853	0.4362433002058561	0.7344660069178894	4.464987571163191	0	0	0	0
ENSMUSG00000064476.4	snRNA		Gm23405	3.6365143860088227	-1.071186035136193	0.9161967328304328	-1.1691659626715185	0.24233677182999433	0.3692146628404626	4.681737176111185	3.489946401646849	4.774029044966281	6.945536221809409	0	2.177698515068093	3.5901132519434267	3.4330544765253377
ENSMUSG00000064481.3	snRNA		Gm23737	3.2564899545101094	0.9639070163180526	0.9403111988789509	1.0250936258838914	0.30531901284171165	0.4341099319394369	2.809042305666711	1.7449732008234244	1.4689320138357789	3.4727681109047044	6.128882706315217	8.710794060272372	0	1.7165272382626688
ENSMUSG00000064485.3	snRNA		Gm23735	0.3340220961527672	-0.7664282236992882	2.256574693017517	-0.33964230214529784	0.7341259173730788	NA	0.9363474352222371	0.8724866004117122	0.3672330034589447	0.4961097301292435	0	0	0	0
ENSMUSG00000064487.3	snoRNA		Gm23736	3.457383618359158	-4.1428705141425235	1.2838205466804316	-3.2269856755718105	0.0012510172281651945	0.005768807083784835	6.554432046555659	3.489946401646849	9.180825086473618	8.43386541219714	0	0	0	0
ENSMUSG00000064495.3	snoRNA		Gm24313	17.529079720573293	-0.1989683132953885	0.5789911061700356	-0.34364657967121925	0.7311120901720303	0.8168870815619734	22.00416472772257	22.24840831049866	16.15825215219357	17.363840554523524	3.0644413531576085	19.599286635612838	7.180226503886853	32.61401752699071
ENSMUSG00000064511.3	snoRNA		Gm22459	1.8754813021342747	1.138897194890482	1.8351830040914117	0.6205905309450832	0.5348690714940172	0.6539785706082312	1.8726948704444741	0.8724866004117122	0	1.4883291903877305	0	0	10.77033975583028	0
ENSMUSG00000064512.4	snRNA		Gm22456	73.48069245233776	-0.8615591194807739	0.48462074418418644	-1.7778007438190204	0.0754365862965139	0.1553210845208883	81.46222686433462	101.64468894796447	88.50315383360568	110.63246981882129	12.257765412630434	52.264764361634235	46.67147227526455	94.40899810444678
ENSMUSG00000064517.3	snRNA		Gm22454	1.4381491119268794	-0.5114737265084429	1.3587246855526989	-0.37643661879918433	0.7065923267316071	0.799035105228877	1.8726948704444741	0.8724866004117122	1.4689320138357789	1.984438920516974	0	0	3.5901132519434267	1.7165272382626688
ENSMUSG00000064522.3	snRNA		Gm26442	1.8068185540711126	-3.200147276806677	1.4537235813077316	-2.2013450961068597	0.027711602646983205	0.07157464233969331	4.681737176111185	1.7449732008234244	2.570631024212613	5.457207031421678	0	0	0	0
ENSMUSG00000064525.3	snoRNA		Gm26440	0.2951019738499303	-0.5841336545419008	3.4407093352836453	-0.16977128772597874	0.8651900081751815	NA	0	0.8724866004117122	0	1.4883291903877305	0	0	0	0
ENSMUSG00000064532.3	snRNA		Gm23614	0.3466396854217889	-0.816937180992439	2.761196847554647	-0.29586343390038616	0.767334377040487	NA	1.4045211528333554	0.8724866004117122	0	0.4961097301292435	0	0	0	0
ENSMUSG00000064542.3	snoRNA		Gm22980	7832.4611319089145	-1.9589857585664996	0.6070768281647989	-3.2269157175518277	0.001251323126827098	0.005768807083784835	5388.211315986363	16417.14411664698	13619.937632285342	14413.97209917504	1268.6787202072499	1049.650684262821	4677.917567282285	5824.176919425236
ENSMUSG00000064550.3	snRNA		Gm24623	57.52689605083949	0.898272857824202	0.7113741718215203	1.2627290860506157	0.20668655734130775	0.32502460713116005	36.98572369127836	39.26189701852705	36.35606734243553	47.130424362278134	196.12424660208694	14.155040347942604	21.54067951166056	68.66108953050676
ENSMUSG00000064551.3	snRNA		Gm24624	0.40298025154976924	0.23882914853536985	1.9536643857512999	0.1222467637109154	0.9027035920684535	NA	0.46817371761111853	0.4362433002058561	0.7344660069178894	0.4961097301292435	0	1.0888492575340465	0	0
ENSMUSG00000064555.3	snRNA		Gm24626	0.6950895244458262	-0.8098052617575704	1.6739015246679732	-0.48378309585338325	0.6285398130853037	NA	1.8726948704444741	0.8724866004117122	0.7344660069178894	0.992219460258487	0	1.0888492575340465	0	0
ENSMUSG00000064558.3	snoRNA		Gm24620	4.522523051760699	-0.7108110452260378	1.036792279144196	-0.6855867462793663	0.4929737416183119	0.6201240294420551	4.213563458500067	3.9261897018527048	6.24296105880206	8.43386541219714	3.0644413531576085	0	0	10.299163429576012
ENSMUSG00000064565.3	snRNA		Gm24145	190.5956168583455	0.5770128892806147	0.5648546914901125	1.0215244698745942	0.30700602181820924	0.4350913263754816	135.30220438961325	103.38966214878789	145.79150237320104	230.19491477996897	137.8998608920924	529.1807391615466	140.01441682579363	102.99163429576012
